"author","year","journal","species","other_var_name","other_var_value","other_var_units","label","label_class","label_depth","label_pool","date","season","plot","d18O_permil_source","d2H_permil_source","OBS1","OBS2","OBS3"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201107,"dry","NA",-2.81942,-31.4286,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201107,"dry","NA",-2.37221,-37.1429,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201107,"dry","NA",-1.44836,-38.4127,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201107,"dry","NA",-1.5551,-35.2381,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201107,"dry","NA",-1.77962,-32.6984,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201107,"dry","NA",-0.27789,-34.6032,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201107,"dry","NA",-0.04969,-35.873,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201107,"dry","NA",0.202438,-28.8889,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201107,"dry","NA",0.093858,-26.3492,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201107,"dry","NA",0.329423,-25.0794,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201107,"dry","NA",0.774787,-31.4286,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201107,"dry","NA",1.014033,-28.8889,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201107,"dry","NA",1.36738,-26.9841,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201107,"dry","NA",1.597424,-27.619,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201107,"dry","NA",3.09547,-30.7937,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201107,"dry","NA",2.642742,-26.9841,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Groundwater","groundwater","unknown","not applicable",201107,"dry","NA",-3.86473,-32.0635,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Groundwater","groundwater","unknown","not applicable",201107,"dry","NA",-4.196,-26.3492,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Groundwater","groundwater","unknown","not applicable",201107,"dry","NA",-3.50403,-27.619,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Riverwater","stream","not applicable","not applicable",201107,"dry","NA",-3.62549,-29.5238,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Riverwater","stream","not applicable","not applicable",201107,"dry","NA",-3.38992,-28.254,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201106,"wet","NA",-2.19168,-34.8387,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201106,"wet","NA",-0.92006,-36.129,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201106,"wet","NA",-0.79476,-32.9032,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201106,"wet","NA",-0.79289,-32.2581,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201106,"wet","NA",-0.4245,-25.1613,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201106,"wet","NA",0.27676,-23.2258,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201106,"wet","NA",0.38149,-27.0968,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201106,"wet","NA",0.84525,-27.0968,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201106,"wet","NA",0.85273,-24.5161,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201106,"wet","NA",0.86209,-21.2903,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201106,"wet","NA",1.56522,-18.7097,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201106,"wet","NA",2.0346,-16.7742,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201106,"wet","NA",2.84806,-16.129,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201106,"wet","NA",2.84058,-18.7097,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201106,"wet","NA",3.53436,-19.3548,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201106,"wet","NA",4.80598,-20.6452,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201106,"wet","NA",1.77466,-26.4516,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201106,"wet","NA",1.78027,-24.5161,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201106,"wet","NA",1.55213,-23.2258,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201106,"wet","NA",1.78588,-22.5807,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Groundwater","groundwater","unknown","not applicable",201106,"wet","NA",-4.14475,-26.5444,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Groundwater","groundwater","unknown","not applicable",201106,"wet","NA",-3.02471,-25.1115,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Groundwater","groundwater","unknown","not applicable",201106,"wet","NA",-3.6325,-27.4997,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Riverwater","stream","not applicable","not applicable",201106,"wet","NA",-3.63803,-29.4103,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Riverwater","stream","not applicable","not applicable",201106,"wet","NA",-3.81386,-30.8432,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201105,"dry","NA",-1.47389,-26.9587,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201105,"dry","NA",-1.3858,-25.5531,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201105,"dry","NA",-1.97179,-20.9701,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201105,"dry","NA",-1.45707,-19,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201105,"dry","NA",-1.11359,-17.6145,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201105,"dry","NA",-0.9463,-18.9903,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201105,"dry","NA",-0.25043,-11.9327,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201105,"dry","NA",1.120515,-7.58723,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201105,"dry","NA",1.116555,-9.44816,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201105,"dry","NA",1.199703,-10.3687,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201105,"dry","NA",1.537243,-11.7248,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201105,"dry","NA",2.048998,-11.2002,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201105,"dry","NA",1.969809,-8.41871,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201105,"dry","NA",1.888641,-6.56768,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201105,"dry","NA",2.146003,-5.60752,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201105,"dry","NA",2.895323,-13.4274,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201105,"dry","NA",2.91512,-4.12274,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201105,"dry","NA",3.601089,-1.7174,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Groundwater","groundwater","unknown","not applicable",201105,"dry","NA",-3.60109,-26.7409,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Groundwater","groundwater","unknown","not applicable",201105,"dry","NA",-3.26454,-28.5622,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Groundwater","groundwater","unknown","not applicable",201105,"dry","NA",-3.52289,-29.9876,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Riverwater","stream","not applicable","not applicable",201105,"dry","NA",-3.35165,-29.5026,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Riverwater","stream","not applicable","not applicable",201105,"dry","NA",-3.35462,-30.8983,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Riverwater","stream","not applicable","not applicable",201105,"dry","NA",-3.78124,-31.413,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201104,"dry","NA",-1.62039,-33.7342,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201104,"dry","NA",-1.60356,-25.8253,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201104,"dry","NA",-0.80277,-29.4531,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201104,"dry","NA",0.086117,-31.6753,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201104,"dry","NA",0.098985,-25.6273,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201104,"dry","NA",-0.22866,-19.6189,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201104,"dry","NA",0.872061,-22.2816,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201104,"dry","NA",1.039347,-23.6575,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201104,"dry","NA",0.775056,-27.8743,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201104,"dry","NA",1.280871,-30.1411,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201104,"dry","NA",1.28879,-26.4192,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201104,"dry","NA",1.545162,-25.9243,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201104,"dry","NA",2.143034,-24.9245,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201104,"dry","NA",2.244989,-17.0057,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201104,"dry","NA",2.17075,-11.898,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201104,"dry","NA",4.984905,-9.24524,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201104,"dry","NA",-1.10121,-29.7204,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201104,"dry","NA",0.603811,-28.3593,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Groundwater","groundwater","unknown","not applicable",201104,"dry","NA",-3.13289,-24.6078,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Groundwater","groundwater","unknown","not applicable",201104,"dry","NA",-3.56347,-26.9834,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Groundwater","groundwater","unknown","not applicable",201104,"dry","NA",-3.31106,-28.3494,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Riverwater","stream","not applicable","not applicable",201104,"dry","NA",-3.06063,-30.6459,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Riverwater","stream","not applicable","not applicable",201104,"dry","NA",-3.48924,-32.0911,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Riverwater","stream","not applicable","not applicable",201104,"dry","NA",-3.56842,-29.3096,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201008,"wet","NA",-2.14051,-26.1179,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201008,"wet","NA",-1.28923,-26.0154,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201008,"wet","NA",-1.30154,-31.8,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201008,"wet","NA",-1.19077,-19.7385,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201008,"wet","NA",-0.85128,-20.1795,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201008,"wet","NA",-0.51077,-20.1385,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201008,"wet","NA",0.418462,-23.4,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Groundwater","groundwater","unknown","not applicable",201008,"wet","NA",-2.29538,-18.9077,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Groundwater","groundwater","unknown","not applicable",201008,"wet","NA",-2.73026,-23.2974,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Groundwater","groundwater","unknown","not applicable",201008,"wet","NA",-3.0759,-25.7487,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Groundwater","groundwater","unknown","not applicable",201008,"wet","NA",-2.82359,-27.1641,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Groundwater","groundwater","unknown","not applicable",201008,"wet","NA",-3.42462,-29.6462,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Groundwater","groundwater","unknown","not applicable",201008,"wet","NA",-3.59692,-30.6308,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Groundwater","groundwater","unknown","not applicable",201008,"wet","NA",-3.60103,-32.559,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Riverwater","stream","not applicable","not applicable",201008,"wet","NA",-3.00564,-32.7282,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Riverwater","stream","not applicable","not applicable",201008,"wet","NA",-3.85538,-32.1077,"NA","NA","NA"
"Moore",2016,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Riverwater","stream","not applicable","not applicable",201008,"wet","NA",-3.60513,-34.4872,"NA","NA","NA"
"Moore",2017,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201006,"flood","NA",-3.40512,-36.4479,"NA","NA","NA"
"Moore",2018,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201006,"flood","NA",-2.97745,-35.4446,"NA","NA","NA"
"Moore",2019,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201006,"flood","NA",-2.97441,-34.0157,"NA","NA","NA"
"Moore",2020,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201006,"flood","NA",-2.29035,-32.5057,"NA","NA","NA"
"Moore",2021,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201006,"flood","NA",-2.37142,-30.6106,"NA","NA","NA"
"Moore",2022,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201006,"flood","NA",-3.48112,-32.1713,"NA","NA","NA"
"Moore",2023,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201006,"flood","NA",-3.13656,-30.2255,"NA","NA","NA"
"Moore",2024,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201006,"flood","NA",-2.96124,-27.8237,"NA","NA","NA"
"Moore",2025,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201006,"flood","NA",-3.21865,-28.8067,"NA","NA","NA"
"Moore",2026,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201006,"flood","NA",-2.27616,-25.8373,"NA","NA","NA"
"Moore",2027,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201006,"flood","NA",-2.18394,-22.493,"NA","NA","NA"
"Moore",2028,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201006,"flood","NA",-1.6681,-20.0507,"NA","NA","NA"
"Moore",2029,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201006,"flood","NA",-2.95009,-22.5842,"NA","NA","NA"
"Moore",2030,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201006,"flood","NA",-3.55409,-26.4657,"NA","NA","NA"
"Moore",2031,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201006,"flood","NA",-3.64125,-27.4284,"NA","NA","NA"
"Moore",2032,"Ecohydrology","Arundo donax","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",201006,"flood","NA",-3.81961,-31.2592,"NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",99999999,"NA","NA",1.737557,-27.0498,"NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",99999999,"NA","NA",1.574661,-23.0651,"NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",99999999,"NA","NA",1.447964,-22.1456,"NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",99999999,"NA","NA",1.918552,-21.5326,"NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",99999999,"NA","NA",-0.65158,-12.3372,"NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",99999999,"NA","NA",-0.90498,-15.0958,"NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",99999999,"NA","NA",-1.17647,-14.1762,"NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",99999999,"NA","NA",-1.37557,-18.4674,"NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",99999999,"NA","NA",-1.41176,-20.9195,"NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",99999999,"NA","NA",-1.21267,-23.0651,"NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",99999999,"NA","NA",-2.11765,-25.2107,"NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999999,"not applicable","Soil_10cm","soil","shallow","bulk",99999999,"NA","NA",-2.29864,-25.5172,"NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999999,"not applicable","Soil_25cm","soil","shallow","bulk",99999999,"NA","NA",-2.58824,-31.954,"NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999999,"not applicable","Soil_25cm","soil","shallow","bulk",99999999,"NA","NA",-2.80543,-31.954,"NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999999,"not applicable","Soil_25cm","soil","shallow","bulk",99999999,"NA","NA",-2.93213,-33.1801,"NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999999,"not applicable","Soil_25cm","soil","shallow","bulk",99999999,"NA","NA",-3.63801,-38.0843,"NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999999,"not applicable","Soil_25cm","soil","shallow","bulk",99999999,"NA","NA",-3.9819,-43.295,"NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999999,"not applicable","Soil_25cm","soil","shallow","bulk",99999999,"NA","NA",-4.1629,-43.6015,"NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999999,"not applicable","Soil_25cm","soil","shallow","bulk",99999999,"NA","NA",-4.1629,-45.1341,"NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999999,"not applicable","Soil_25cm","soil","shallow","bulk",99999999,"NA","NA",-4.59729,-43.295,"NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999999,"not applicable","Soil_25cm","soil","shallow","bulk",99999999,"NA","NA",-4.68778,-46.3602,"NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999999,"not applicable","Soil_25cm","soil","shallow","bulk",99999999,"NA","NA",-5.70136,-51.2644,"NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999999,"not applicable","Soil_25cm","soil","shallow","bulk",99999999,"NA","NA",-6.08145,-48.5057,"NA","NA","NA"
"Zhu_Yajuan",2016,"PLOS ONE","Salix psammophila","not applicable",9999999,"not applicable","Soil_25cm","soil","shallow","bulk",99999999,"NA","NA",-6.38914,-53.7165,"NA","NA","NA"
